PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
6.64793288405594,5.042713563277013,-2.55747070156503,-0.20871043508116685,-0.20153579204509794,-0.2915046307052405,-2.2385153051858806,2.7141989597656013,1.0185736873820663,0.3820252853906442
35.564271739935776,3.34514037461176,-3.8141967167980972,0.8346454203095016,1.679583400148077,5.073176081563922,-1.8629524616987987,4.951627696191558,0.8734683559439983,-0.2526610870351542
-0.3615405669188977,-2.6439135801724682,4.397000556164921,4.588064045701019,0.10435190270235536,1.4946997352016687,-0.42256270261019024,0.6094784638275402,1.0376373345404803,-1.888131555644527
5.753029767436814,-0.365137855496611,-3.3442387841301318,-0.04129595468093259,-0.8860216713530173,1.5680489186199642,-2.449752624799848,-0.7878737229999933,-1.4668798438778008,1.0728037953020302
17.50187142461156,-10.974662188134925,2.6478065806655913,14.2774497150595,-0.30942470988549936,-3.621837939598827,-2.1827637602179903,-2.592790924499743,1.8086358998345113,0.9438641930218888
-9.123292555211469,2.8285865374556067,-0.8002167958040438,3.32646066835557,0.5282306381428371,-0.5416190676685142,-2.092676759284507,-0.9322573910973743,0.3513548738241597,0.13706791358278972
-1.3384970636634197,-0.5187747951772795,-10.402222629928506,3.0470245453230795,-3.7951815522558623,-0.654335491514617,1.452679146281222,-0.42456992062405485,-0.1849003707276419,0.5425971270251507
29.655483911684517,15.740027563520938,-5.127211608423748,5.689100863663725,-3.6920683661887743,-1.7526430994807851,-1.688980295781727,8.079126518157869,6.408908518290193,-2.2897984514613556
-2.745940081373072,-1.2764042433428204,-3.2930993440966456,-0.7608221672482927,-2.5371645242501,-2.339070085530642,1.0986686213153274,-0.5669633479096636,0.8680074336841169,0.19249113312727453
7.556539111464014,6.480790579684097,1.0821507968383974,-2.040124819230417,-3.0842781488116673,-1.4995381659363312,1.121895795499439,-1.0781395890128493,2.6260253106791547,-0.9159867943920568
-8.44932301635718,4.067034143909208,-6.83874146485042,4.0345665325867754,-6.080883483343625,0.12476209348245959,-2.579377476664347,-2.1255795323225133,1.0344313614550293,-1.3292788109731057
-4.17931803571352,-4.992883230583487,-7.318631489917482,-1.506912137706584,-4.284966354486784,-0.7009485160160418,-2.947978252401679,-0.7796466983271679,0.07015984639432142,-1.3977146924256214
