PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18
7.501205281991478,5.542865900931953,-3.2997265383978713,-0.6158579157001376,-0.14080850546375426,-4.240088647955384,0.05492233513664869,-1.1036621980866093,2.1513818557928577,-0.5857181360829555,0.1854523529312751,0.2586642076559225,1.7913766439312402,-0.9346614254966608,-0.444878045538792,1.5255418028038747,1.1023809866072445,-1.453679309146465
35.596961126624706,1.2530270708085898,-3.2908669013580045,-1.9173685518359629,-1.6753349300991742,1.689235306752724,-2.844694753238978,-5.360341957728027,4.1296382451315665,-3.558124229271305,1.0457226924962109,0.6824613946049133,-0.3131718460723232,-1.5224741768801315,-0.2605211484818653,-0.3665798397271666,-2.1992555117608146,-2.064326547425677
0.04869185441005345,-2.102664942072857,4.266231786699396,6.301209870265675,0.347126548251874,-1.140583080195354,-0.529183729437233,-1.1927103511898922,0.20546400372860824,-1.9841664309863853,-0.79659020471432,0.6048807035579392,2.3178203373712853,-0.3498326151689943,0.18129289545787952,0.1458162941206469,-0.7197612394968989,0.4992349254119477
6.248013139758784,-0.43722879161241773,-3.3745830340293033,-0.09331324534506293,-1.0348796809848406,-3.288081427817722,-1.012011402961031,-1.5303264124367761,-1.87677253052733,0.3201226777586342,0.2604713859608204,0.5277512725121436,-1.6555472780519815,0.2506405279035142,1.6208928709772252,-0.38285523489196455,2.1068938922549245,-0.46608721511003876
17.817359656265282,-11.520214937356757,3.1440512128079514,14.541784518284912,-3.2051175540715358,-0.6743066185006799,5.384154500167833,0.19817890748989728,-0.22810426114948568,1.9434573045156667,1.6055922007725796,0.9421989744536348,1.7545995936965848,-1.1396425097419278,-2.2435121847813155,-0.8393143411639279,-1.537616999227689,0.109125324368888
-8.594724599064916,3.7625959392041133,-1.10968726247639,4.789254226815046,-0.4778833817341673,-2.2929824395555953,3.0019419365867526,-1.4924711194406617,0.021894097065939918,-0.3676166596108411,0.2570798889201016,0.5400470777834036,0.450004184780054,-0.08839567734493856,-0.7308316703076,-0.7188034216872956,0.555197018855167,0.23926876688559834
-1.7646663932725588,-1.350548732790059,-9.27024274246128,0.2734376708969251,-9.201845931808794,1.4910162971745997,-0.37347372341296087,0.022308805584537048,-1.091966534582434,2.187799757458238,3.498257748726697,-0.2942540145351758,1.551042216160218,-0.9724139470496401,-1.7833200417057213,1.6903047425893158,1.8116466283976613,-2.2933766835312968
30.34515141925081,13.228698712158291,-4.594393420738205,1.394414830965484,-7.622509214163142,-0.11874922521056928,1.8043275137097692,-0.198426806702118,11.255579065725659,-5.790563047264432,2.0154455393339075,1.5555350343882306,-0.03685782179090351,-1.8871769778252239,-1.6201403288719043,1.0626349500048151,-2.192115885609968,-2.511199700000353
-3.382402483029864,-2.6226442759693893,-2.806191858369156,-2.7428753547102582,-4.143339272080687,-0.47435953613769155,1.2588051301407845,2.7901289839787706,0.45880335845173625,1.6642026493870838,-2.4150559476074025,-0.26619381987446067,-0.9598452994432108,-3.2681212704443263,-1.1417715768792822,-0.16684066523560667,-0.0704333370408854,1.1485135948083138
7.808800205811448,6.504323744825062,1.995840203166231,-3.0349475090105242,-2.9959022370385915,1.2970410414648665,2.6421680706540487,1.8591150414020006,0.3912496129687748,-1.2867898118631091,-0.4687716522582425,-0.17843130277866318,0.139682043160613,-2.9313339027384653,-0.7533675372419747,0.5035272692304835,1.4179474676676753,0.2966501592844934
